title1,title2,label,average_shares_title1,average_shares_title2,average_shares
"After G20 stalemate, little light for global economy to look ahead to in ...",Slowing in China: Not Just Economy but Political Resolve,1,0.0919243268284932,-0.10836156303419099,-0.008218618102848893
Indonesia's Economy Expanded Less Than Estimated Last Quarter,Reviews hint at Microsoft Lumia 650 being expensive for its specs,0,-0.10836156303419099,0.0919243268284932,-0.008218618102848893
Microsoft Corporation: It's Game On for MSFT Bulls,Photos: Microsoft's HoloLens Transforms Surroundings with ...,1,0.0919243268284932,-0.10836156303419099,-0.008218618102848893
"Obama Urges Americans Not to Be 'Absolutist' in FBI, Apple Debate","Microsoft is turning Internet Explorer into adware, sneaks ad ...",0,-0.10836156303419099,0.0919243268284932,-0.008218618102848893
President Obama Urges US Congress To Approve Zika Funding ...,"As wealthy Brazilians snap up Miami real estate, few benefit",1,0.0919243268284932,-0.10836156303419099,-0.008218618102848893
"After Obama Visit, Cubans Await Change _ but Wonder How Soon",Obama plays peacemaker as Democrats attack,1,0.0919243268284932,-0.10836156303419099,-0.008218618102848893
"Iran support for Palestine a 'rebuttal' of US, Israel agenda: Analyst",Obama Vetoes Affordable Care Act Repeal Bill,0,-0.10836156303419099,0.0919243268284932,-0.008218618102848893
KING 5 is the first broadcaster to own Microsoft’s Surface Hub,Calgarians satisfied with quality of life but worried about economy: poll,0,-0.10836156303419099,0.0919243268284932,-0.008218618102848893
Sasha Obama's high school classes will keep first family in ...,Obama says GOP hostility to him led to Trump,0,-0.10836156303419099,0.0919243268284932,-0.008218618102848893
Microsoft announces the availability of Microsoft Forms for Office 365 ...,Microsoft Corporation (MSFT) Might Just Buy Out Yahoo Inc.'s ...,0,-0.10836156303419099,0.0919243268284932,-0.008218618102848893
Microsoft's newest app makes it easier to use Android,Obama: It will be difficult for McConnell to explain blocking nominee,0,-0.10836156303419099,0.0919243268284932,-0.008218618102848893
Palestine president establishes controversial constitutional court,"Windows 10 Upgrade Not Working Like Microsoft Hoped, Adoption ...",0,-0.10836156303419099,0.0919243268284932,-0.008218618102848893
"Hamas: First Judea and Samaria, then the rest of 'Palestine'",Nigeria: Can Budget Lift Economy With FX Controls?,0,-0.10836156303419099,0.0919243268284932,-0.008218618102848893
Messy Brexit could lead to big hit for UK economy: IMF,China economy to grow between 6.6-6.8% in 2016: Top think-tank,0,-0.10836156303419099,0.0919243268284932,-0.008218618102848893
Telangana economy expected to grow at 11.7% in 2015-16,Police identify Palestine High School parking lot shooting suspect,1,0.0919243268284932,-0.10836156303419099,-0.008218618102848893
"Greece to finish first reform review in December, says economy ...",ACLU wants a piece of the Microsoft v. US data gag order lawsuit,1,0.0919243268284932,-0.10836156303419099,-0.008218618102848893
"Google, RingCentral Challenge Microsoft to a Cloud Battle","GOP candidates gather for another debate, focus on the economy",0,-0.10836156303419099,0.0919243268284932,-0.008218618102848893
Elections fail to trigger boom,Obama pans 'splintered' media,1,0.0919243268284932,-0.10836156303419099,-0.008218618102848893
Economists Are Done Being Surprised by the US Economy ...,Microsoft Profit Misses Estimates Due to Higher Tax Rate,1,0.0919243268284932,-0.10836156303419099,-0.008218618102848893
More interest rate cuts on the way as RBA props up economy,Abbas Announces Plans for 'State of Palestine' Passports,1,0.0919243268284932,-0.10836156303419099,-0.008218618102848893
Obama to name Supreme Court nominee today,Palestine PD investigating Saturday morning ATM theft,1,0.0919243268284932,-0.10836156303419099,-0.008218618102848893
Economy Crashes,Central bank policy rates and the real economy,0,-0.10836156303419099,0.0919243268284932,-0.008218618102848893
Lebanon's Economy Minister: Hezbollah Presence in Syria is ...,"Sushma reaches Tel Aviv for visit to Palestine, Israel",1,0.0919243268284932,-0.10836156303419099,-0.008218618102848893
"Microsoft ads target Apple by claiming Windows 10 PCs 'Do More' than Macs (AAPL, MSFT)",Apple Sheds a Tear at Microsoft's Sad State,0,-0.10836156303419099,0.0919243268284932,-0.008218618102848893
Microsoft's new app could convince you to switch to Windows 10 ...,Microsoft HoloLens will ship to developers on March 30,1,0.0919243268284932,-0.10836156303419099,-0.008218618102848893
Microsoft's E3 press conference date revealed,Microsoft to buy LinkedIn for $26.2 billion in its largest deal,1,0.0919243268284932,-0.10836156303419099,-0.008218618102848893
"Silicon Valley innovation economy still on top, but hazards loom",Barack Obama: Brexit could hit global growth,1,0.0919243268284932,-0.10836156303419099,-0.008218618102848893
Microsoft's newest app makes it easier to use Android,Obama to raise human rights during historic trip to Cuba,0,-0.10836156303419099,0.0919243268284932,-0.008218618102848893
Kangaroo Island airport revamp tipped to boost local economy ...,Palestine to host World Cup qualifiers in Jordan,1,0.0919243268284932,-0.10836156303419099,-0.008218618102848893
"Obama, Australian PM Turnbull to meet Tuesday at White House","This Supplier of Chips for Microsoft, VMware Is Poised for Long ...",0,-0.10836156303419099,0.0919243268284932,-0.008218618102848893
Microsoft unveils two new Xbox One controller colors,"In Voter Support, Clinton is the New Obama",1,0.0919243268284932,-0.10836156303419099,-0.008218618102848893
OIC leaders determined to find peaceful solution for Palestine,Obama has high approval rating among Indian-Americans,0,-0.10836156303419099,0.0919243268284932,-0.008218618102848893
Lifestyle: Malls in China plan to change strategy to match slowing ...,Q&A: 'Middle East's most powerful army chasing 18 cows',1,0.0919243268284932,-0.10836156303419099,-0.008218618102848893
"Obama to nominate federal Judge Merrick Garland for Supreme Court, a possible compromise pick",Obama: Our Family Celebrates The Birth Of Jesus,0,-0.10836156303419099,0.0919243268284932,-0.008218618102848893
"Obama calls troops, offers refugees welcome on Thanksgiving",The on-demand economy deserves a portable benefits system (and ...,0,-0.10836156303419099,0.0919243268284932,-0.008218618102848893
Obama ivory ban would protect elephants,President Obama Announces More Key Administration Posts,1,0.0919243268284932,-0.10836156303419099,-0.008218618102848893
Solidarity meet stresses Indo-Palestinian ties,Palestinian leadership expects Ramallah to be in Modi's itinerary ...,0,-0.10836156303419099,0.0919243268284932,-0.008218618102848893
How 2016 insiders view the economy,Why Obama's New Overtime Regs Will Hurt More Than They Help,1,0.0919243268284932,-0.10836156303419099,-0.008218618102848893
Economy at risk of stagnation,Obama lets loose on Seinfeld's Comedians in Cars Getting Coffee ...,1,0.0919243268284932,-0.10836156303419099,-0.008218618102848893
"Microsoft Lumia 650 Dual SIM price leaked on Amazon, pegs it at Rs ...",A business for businesses: Palestine technology company to give ...,1,0.0919243268284932,-0.10836156303419099,-0.008218618102848893
MacBook Air To Be Revamped: Will Compete With Microsoft Surface ...,"If the economy springs back, jobs and auto sales will lead the way",1,0.0919243268284932,-0.10836156303419099,-0.008218618102848893
Cloud products lead to Microsoft upswing,Obama meets Netanyahu seeking two-state solution with Palestine,1,0.0919243268284932,-0.10836156303419099,-0.008218618102848893
"UGA experts predict a better Georgia economy in 2016, but fewer ...",Microsoft OneDrive for Business placed in Leaders category in ...,1,0.0919243268284932,-0.10836156303419099,-0.008218618102848893
Interpretation of maladies afflicting the economy,US economy likely crawled last quarter but outlook brightens,1,0.0919243268284932,-0.10836156303419099,-0.008218618102848893
Quân ??i Israel b?n ch?t 1 ph? n? Palestine,"Should Apple, Inc. Have Hedged Its Bets With Convertibles?",1,0.0919243268284932,-0.10836156303419099,-0.008218618102848893
Microsoft's answer to Band syncing problems with Windows 10 ...,Give users the power to develop mobile apps with Microsoft ...,1,0.0919243268284932,-0.10836156303419099,-0.008218618102848893
China policies will cut CO2 emissions without hurting economy,Microsoft drops unlimited OneDrive storage after people use it for ...,1,0.0919243268284932,-0.10836156303419099,-0.008218618102848893
Microsoft's Moderating Margins,"China, Hong Kong stocks calm as focus returns to economy",1,0.0919243268284932,-0.10836156303419099,-0.008218618102848893
"Obama Urges Americans Not to Be 'Absolutist' in FBI, Apple Debate",Paramus man channeled illegal foreign contribution to Obama,0,-0.10836156303419099,0.0919243268284932,-0.008218618102848893
J.K. Rowling wrote about the Israeli-Palestinian conflict using her ...,"Shares in Asia dip with focus on China economy, Middle East tension",0,-0.10836156303419099,0.0919243268284932,-0.008218618102848893
Why Republicans are Stuck with Obama's ISIS Strategy,Obama to visit Flint to discuss water crisis,1,0.09263130958527081,-0.10836156303419099,-0.00786512672446009
Meet the Cowboys' next big star: Even President Obama is noticing ...,World's fastest growing economy Ethiopia is new flavour of the ...,1,0.09263130958527081,-0.10836156303419099,-0.00786512672446009
Immigrant raids divide Obama from Democrats and Clinton,Palestinian swimmer glides past obstacles to reach Rio Games,1,0.09263130958527081,-0.10836156303419099,-0.00786512672446009
Obama Would Welcome Russian Cooperation in Syria,Cristiano Ronaldo faces criticism from pro-Palestinian fans after appearing in Israeli advert,1,0.09263130958527081,-0.10836156303419099,-0.00786512672446009
Will Barack 'Black Eagle' Obama save the grizzly bears?,Clinton Slams Trump Over Israel-Palestine,1,0.09263130958527081,-0.10836156303419099,-0.00786512672446009
Obama's former intel chief: The president's strategy us 'not working',Thank Portland HRC for Palestine support!,1,0.09263130958527081,-0.10836156303419099,-0.00786512672446009
"Old Age, Debt Threaten Vietnam Economy",Microsoft Flagship Store and littleBits Bring Kids a Summer of Inventing,1,0.09263130958527081,-0.10836156303419099,-0.00786512672446009
Cartoonist Gary Varvel: Obama giving ISIS to next President,"Microsoft Kills Unlimited OneDrive Storage, Downgrades Paid and Free Options",1,0.09263130958527081,-0.10836156303419099,-0.00786512672446009
The harrowed hands of Palestine,Obama has nearly killed the American Dream. No wonder voters are ...,0,-0.10836156303419099,0.09263130958527081,-0.00786512672446009
"Obama Says US, France Must Destroy Islamic State Together","Top UK forecaster says economy, not Brexit, tying BoE's hands",1,0.09263130958527081,-0.10836156303419099,-0.00786512672446009
Beinart says 'Israeli government is reaping what it has sowed' with ...,"The Closed Loop Economy  Washington, DC and Wall Street",0,-0.10836156303419099,0.09263130958527081,-0.00786512672446009
GOP Rep.: Obama 'Has More Knowledge About Foreign Policy ...,The Story Behind ‘Gaza Writes Back’ (VIDEO),1,0.09263130958527081,-0.10836156303419099,-0.00786512672446009
How does an oil-rich country with an economy bigger than New ...,Another daughter of Palestine killed in cold blood,1,0.09263130958527081,-0.10836156303419099,-0.00786512672446009
Vatican's recognition of Palestinian state becomes official,Chinese users blast Microsoft's assertive Windows 10 upgrade op,0,-0.10836156303419099,0.09263130958527081,-0.00786512672446009
New Poll Suggests Most Americans are Really Unhappy With ...,"Obama to make history, stirs debate with Hiroshima visit",1,0.09263130958527081,-0.10836156303419099,-0.00786512672446009
Are 'cowboys' helping save the US economy?,Stronger Unions Are the Way to Rebalance Our Economy,0,-0.10836156303419099,0.09263130958527081,-0.00786512672446009
Microsoft Corp ends support for Internet Explorer: Security news IT ...,Obama's historic visit to Cuba,1,0.09273263498518909,-0.10836156303419099,-0.00781446402450095
Obama Again Calls For Stronger Gun Measures After San ...,President Obama Ramping Up ISIS Fight 'On All Fronts',1,0.09273263498518909,-0.10836156303419099,-0.00781446402450095
Gaza's Christians prepare to celebrate Easter in Jerusalem,Committee on the Future Economy can help Singapore firms stay ...,0,-0.10836156303419099,0.09273263498518909,-0.00781446402450095
STOCK MARKET CRASH: FTSE loses 85BILLION in two weeks ...,Facebook's Instagram Is About to Look a Whole Lot Different,1,0.09273263498518909,-0.10836156303419099,-0.00781446402450095
Microsoft releases task tracking Planner app for Office 365,The Latest: US Retail Sales Add to Economy Fears in Markets,0,-0.10836156303419099,0.09366376932672955,-0.007348896853730719
Market braces for rating backlash,Obama Warns Against Giving Into Election Year Cynicism,1,0.09366376932672955,-0.10836156303419099,-0.007348896853730719
"Oculus Rift listing goes live on Microsoft Store, but it's already sold out",Spring events will boost economy,0,-0.10836156303419099,0.09376509472664785,-0.0072982341537715725
"For Microsoft, LinkedIn Deal Could Be a $26.2 Billion Time Machine",Indian economy stands out amongst emerging markets: RBI's ...,0,-0.10836156303419099,0.09376509472664785,-0.0072982341537715725
The US economy's 'weak star' may have been the stock market's fault,America beats expectations,1,0.09376509472664785,-0.10836156303419099,-0.0072982341537715725
Superforecasters See 24% Chance of Brexit as Economy Wins Out,Is Portugal About to Go Down the Same Road as Greece?,1,0.09376509472664785,-0.10836156303419099,-0.0072982341537715725
Economy's strength to buoy banks,Can't Wait to Freelance in the Gig Economy? Read This First,0,-0.10836156303419099,0.09376509472664785,-0.0072982341537715725
What Partners Say About Microsoft in the Cloud,Palestine must move matches - Fifa,1,0.09376509472664785,-0.10836156303419099,-0.0072982341537715725
Microsoft to launch a brand-new Surface device later this year,Obama says both left and right are wrong on Wall Street rules,1,0.09376509472664785,-0.10836156303419099,-0.0072982341537715725
Best-Performing China Fund in U.S. Bets on New Economy Stocks,The Latest: Cruz attacks Trump's reference to 'Palestine',1,0.09376509472664785,-0.10836156303419099,-0.0072982341537715725
Obama Rips Cruz for ‘Inhumane’ Comments on Brussels,Microsoft Hololens: Australian Hands On,0,-0.10836156303419099,0.09376509472664785,-0.0072982341537715725
"To Combat BDS, 'Solve the Palestinian Issue,' Say Top US and EU ...",Microsoft CRM - Free Training for CRM Trials Initiative Announced by Training 4 Microsoft CRM,0,-0.10836156303419099,0.09376509472664785,-0.0072982341537715725
China cuts reserve requirements in bid to boost economy,Microsoft to Pitch Cross-Device Capabilities to Developers,0,-0.10836156303419099,0.09376509472664785,-0.0072982341537715725
Yellen Signals Solid Economy Would Spur December Rate Hike,Microsoft pitches Windows 10 upgrade to holdouts with full-screen intrusion,0,-0.10836156303419099,0.09376509472664785,-0.0072982341537715725
Japan economy likely fell into technical recession in third quarter,"South Africa's economy contracts, raising prospect of recession",0,-0.10836156303419099,0.09376509472664785,-0.0072982341537715725
Andrew Cuomo Would Have Blacklisted Muhammad Ali,Study: Warren County's tourism economy sets record,0,-0.10836156303419099,0.09376509472664785,-0.0072982341537715725
"In Houston, oil workers may face the ax but employment still grows",Microsoft Bounty Program expanded to .NET Core and ASP.NET ...,0,-0.10836156303419099,0.09376509472664785,-0.0072982341537715725
"Friday, 22 Apr 2016",US Central Bank Ponders When to Hit Economic Brakes,0,-0.10836156303419099,0.09376509472664785,-0.0072982341537715725
Microsoft BUILD: much to chat about,Bentley signs brief against Obama immigration plan,0,-0.10836156303419099,0.09459490366827006,-0.0068833296829604665
"In His Final Year, Obama Reaps What He Has Sown",George Osborne's legacy: an economy just as fragile as it ever was,1,0.09459490366827006,-0.10836156303419099,-0.0068833296829604665
Microsoft to Close 2 Game Development Studios,Canada's economy grew by 2.3 per cent in third quarter: StatsCan,0,-0.10836156303419099,0.09459490366827006,-0.0068833296829604665
Goldman: Don't Count on Janet Yellen to Let the Economy Run Hot,Obama vetoes bill to repeal signature health care law,1,0.09469622906818832,-0.10836156303419099,-0.006832666983001334
Fox's Varney Dubiously Claims US Is &quot;Sliding Toward Recession ...,Microsoft Reveals December 2015's Xbox Games with Gold,1,0.09469622906818832,-0.10836156303419099,-0.006832666983001334
"U.S. economy still on track, even if there are a few cracks",Opinion: China's economy is a lot stronger than you think it is,1,0.09469622906818832,-0.10836156303419099,-0.006832666983001334
Microsoft is selling its feature phone business to Foxconn for $350 ...,How Microsoft is trying to get its coolest technology into your hands a lot sooner,0,-0.10836156303419099,0.09469622906818832,-0.006832666983001334
"Microsoft opens first flagship store in New York, just down the street from Apple",Andrew Sheng & Xiao Geng: China's transparency problem,0,-0.10836156303419099,0.09469622906818832,-0.006832666983001334
"Obama Walks Tricky Line In Visit To Hiroshima, Japan",Microsoft announces improvements to Narrator in Windows 10,0,-0.10836156303419099,0.09469622906818832,-0.006832666983001334
Obama asserts duty to name Scalia replacement,"Canada's economy now shrinking again, some analysts warn",0,-0.10836156303419099,0.09469622906818832,-0.006832666983001334
Summers: World Economy Is Riding Heavily on US,Snaresbrook pupils debate topical issues in annual Model United Nations conference with an Essex school,1,0.09469622906818832,-0.10836156303419099,-0.006832666983001334
Assessing Yellen's Warning That Markets Pose a Threat to Economy,EPA mandate will hurt Montana's economy,0,-0.10836156303419099,0.09469622906818832,-0.006832666983001334
"1 wounded, 1 arrested after shooting in high school lot",On Microsoft and a wedding in Gush Etzion,0,-0.10836156303419099,0.09481905525303291,-0.006771253890579039
Microsoft attempts to lure customers to SQL Server 2016 with 'free' licences,"Roundup: Obama Gets Game of Thrones Screeners, Octopus ...",0,-0.10836156303419099,0.09481905525303291,-0.006771253890579039
Obama's emergency request for Zika funding stalls in Congress,Morgan Stanley Upgrades Microsoft To Overweight Ahead Of Q2 ...,0,-0.10836156303419099,0.09481905525303291,-0.006771253890579039
"Exclusive: Obama on Threats to Nature, Power of National Parks",Economy minister Amari says he will investigate graft allegation,0,-0.10836156303419099,0.09481905525303291,-0.006771253890579039
Obama to visit CIA as US weighs next steps on Islamic State,State Sen. Frantz calls for ‘pro-growth’ budget,1,0.09481905525303291,-0.10836156303419099,-0.006771253890579039
"Approval of Obama's Handling of Economy, Healthcare at 44%",Microsoft has no plans to build a self-driving car,0,-0.10836156303419099,0.09481905525303291,-0.006771253890579039
Charles Lawton: Digital and physical connections are key for rural ...,Palestine neighborhood concerned blocked drain contributed to flooding,1,0.09481905525303291,-0.10836156303419099,-0.006771253890579039
Obama signals Supreme Court announcement could come soon,Hands-on with Fetch! A Microsoft Garage app for iOS (video),0,-0.10836156303419099,0.09481905525303291,-0.006771253890579039
Greek economy contracts 0.9 pct in third quarter,Israel PM Demands Pro-Palestine Ads Removed,1,0.09481905525303291,-0.10836156303419099,-0.006771253890579039
"Obama Returns To Elkhart, Ind., To Tout Economic Recovery",G20 Provides Mixed Messages on Steps Needed For Global Economy,0,-0.10836156303419099,0.09481905525303291,-0.006771253890579039
"Microsoft ups Google, Box rivalry with new sharing software",Peruvians are more positive about 2016 economy,0,-0.10836156303419099,0.09481905525303291,-0.006771253890579039
Microsoft snaps up Swiftkey,Microsoft Surface Book vs. Surface Pro 4: Which 2-in-1 do you buy?,1,0.09481905525303291,-0.10836156303419099,-0.006771253890579039
Obama marks last Memorial Day in office,Study: Haskell university has $23.1 million economic impact,1,0.09481905525303291,-0.10836156303419099,-0.006771253890579039
Ohio Politics Now: John Kasich says Obama's terrorism strategy is ...,Bridging Palestinian &amp; Canadian Aboriginal's experiences,1,0.09481905525303291,-0.10836156303419099,-0.006771253890579039
Microsoft warns of rare ransomware worm,Palestine on a plate: The (food) fight for existence,0,-0.10836156303419099,0.09481905525303291,-0.006771253890579039
Russian Economic Development Ministry to prepare proposals for ...,"Woman, 4 grandchildren killed in East Texas flooding",1,0.09481905525303291,-0.10836156303419099,-0.006771253890579039
Obama says parts of climate deal must be legally binding,"President Obama on Iran Prisoner Swap, Sanctions",0,-0.10836156303419099,0.09481905525303291,-0.006771253890579039
The Microsoft versus Apple rivalry is back on and it's bad for everyone,"Weekly roundup: Apple iPhone SE, Microsoft Lumia 650, iPad Pro ...",0,-0.10836156303419099,0.09481905525303291,-0.006771253890579039
White City schools chosen to join Microsoft after dazzling with ...,Horaney's closing Marshall location following death of co-owner,1,0.09481905525303291,-0.10836156303419099,-0.006771253890579039
Spain Kept Debt Below 100% of GDP as Economy Grew in 2015,Obama wants $4B to help students learn computer science,1,0.09481905525303291,-0.10836156303419099,-0.006771253890579039
Keith Debbage: City's economy may get 'Say Yes' advantage,Pfizer-Allergan Merger Casualty of Obama's War on Inversions,0,-0.10836156303419099,0.09481905525303291,-0.006771253890579039
Obama Lunches With Queen Elizabeth as Brexit Debate Intensifies,Microsoft's growth mindset is changing the way its products are sold,0,-0.10836156303419099,0.09481905525303291,-0.006771253890579039
Macau's Economy Shrinks 24 Percent In Q3,France's Middle East Peace Initiative And The Hamas Conundrum ...,1,0.09481905525303291,-0.10836156303419099,-0.006771253890579039
Microsoft Surface Pro 4 Price Slashed By $250 Along With Free ...,Obama signs education law rewrite shifting power to states,1,0.09481905525303291,-0.10836156303419099,-0.006771253890579039
Obama thanks US Rep. Mark Takai for leadership and courage,Dow Joins Ellen MacArthur Foundation Circular Economy 100,1,0.09481905525303291,-0.10836156303419099,-0.006771253890579039
